Cloud cover [1/8],Date,Snow depth [cm],Average temperature [°C],latitude,longitude,Average radiation
Cloudy (8/8),2016-11-23,9,-0.9,66.16575626929145,29.152157226680888,2.4857142857142858
Cloudy (8/8),2016-11-24,6,-5.3,66.16575626929145,29.152157226680888,2.9952380952380957
Clear (0/8),2016-11-25,7,-7,66.16575626929145,29.152157226680888,2.966666666666667
Mostly cloudy (6/8),2016-11-26,7,-8.3,66.16575626929145,29.152157226680888,10.704761904761904
Cloudy (8/8),2016-11-27,15,-9.6,66.16575626929145,29.152157226680888,2.5047619047619047
Clear (1/8),2016-11-28,13,-12.5,66.16575626929145,29.152157226680888,36.85714285714285
Cloudy (8/8),2016-11-29,13,-10.8,66.16575626929145,29.152157226680888,64.02857142857142
Cloudy (8/8),2016-11-30,17,-6.3,66.16575626929145,29.152157226680888,18.409523809523808
Mostly clear (3/8),2016-12-01,21,-5.8,66.16575626929145,29.152157226680888,45.00952380952381
Cloudy (8/8),2016-12-02,20,-8,66.16575626929145,29.152157226680888,1.2238095238095237
Clear (0/8),2016-12-03,20,-11,66.16575626929145,29.152157226680888,2.733333333333333
Clear (0/8),2016-12-04,20,-12.2,66.16575626929145,29.152157226680888,47.39523809523809
Cloudy (8/8),2016-12-05,23,-13.3,66.16575626929145,29.152157226680888,23.05714285714286
Clear (0/8),2016-12-06,22,-13.5,66.16575626929145,29.152157226680888,66.18095238095238
Cloudy (8/8),2016-12-07,27,-6.1,66.16575626929145,29.152157226680888,1.7095238095238094
Clear (0/8),2016-12-08,26,-5.6,66.16575626929145,29.152157226680888,1.9142857142857144
Cloudy (8/8),2016-12-09,26,-8.1,66.16575626929145,29.152157226680888,1.161904761904762
Cloudy (8/8),2016-12-10,28,-8.8,66.16575626929145,29.152157226680888,25.290476190476195
Clear (0/8),2016-12-11,27,-13.2,66.16575626929145,29.152157226680888,20.73333333333333
Clear (0/8),2016-12-12,27,-14.2,66.16575626929145,29.152157226680888,18.195238095238096
Clear (1/8),2016-12-13,27,-10.4,66.16575626929145,29.152157226680888,3.6619047619047618
Clear (0/8),2016-12-14,27,-10.5,66.16575626929145,29.152157226680888,1.3333333333333333
Cloudy (8/8),2016-12-15,30,-7.2,66.16575626929145,29.152157226680888,1.2476190476190476
Cloudy (8/8),2016-12-16,28,-5.8,66.16575626929145,29.152157226680888,29.91428571428571
Clear (0/8),2016-12-17,28,-3.6,66.16575626929145,29.152157226680888,1.6571428571428573
Cloudy (8/8),2016-12-18,28,-4.3,66.16575626929145,29.152157226680888,1.3666666666666665
Mostly cloudy (7/8),2016-12-19,27,-3.9,66.16575626929145,29.152157226680888,1.3714285714285712
Cloudy (8/8),2016-12-20,27,-1.2,66.16575626929145,29.152157226680888,1.5809523809523809
Clear (0/8),2016-12-21,26,-2.7,66.16575626929145,29.152157226680888,1.0476190476190477
Cloudy (8/8),2016-12-22,26,-2.4,66.16575626929145,29.152157226680888,0.9904761904761904
Cloudy (8/8),2016-12-23,26,-2.9,66.16575626929145,29.152157226680888,3.957142857142857
Cloudy (8/8),2016-12-24,26,-4.8,66.16575626929145,29.152157226680888,0.9523809523809522
Cloudy (8/8),2016-12-25,34,-3.6,66.16575626929145,29.152157226680888,1.0944444444444443
Cloudy (8/8),2016-12-26,35,-6.1,66.16575626929145,29.152157226680888,10.127777777777778
Cloudy (8/8),2016-12-27,34,-9,66.16575626929145,29.152157226680888,23.847619047619048
Clear (0/8),2016-12-28,32,-7,66.16575626929145,29.152157226680888,57.919047619047625
Cloudy (8/8),2016-12-29,34,-3.6,66.16575626929145,29.152157226680888,1.0904761904761904
Mostly cloudy (6/8),2016-12-30,34,-3.3,66.16575626929145,29.152157226680888,0.7666666666666666
Clear (0/8),2016-12-31,36,-3.3,66.16575626929145,29.152157226680888,0.4619047619047619
Mostly cloudy (7/8),2017-01-01,35,-7.8,66.16575626929145,29.152157226680888,10.953623188405798
Mostly cloudy (7/8),2017-01-02,35,-12.3,66.16575626929145,29.152157226680888,1.412121212121212
Cloudy (8/8),2017-01-03,35,-17.5,66.16575626929145,29.152157226680888,9.864646464646464
Clear (0/8),2017-01-04,34,-20.6,66.16575626929145,29.152157226680888,31.28047138047138
Clear (0/8),2017-01-05,34,-20.3,66.16575626929145,29.152157226680888,67.61515151515151
Clear (0/8),2017-01-06,35,-19.2,66.16575626929145,29.152157226680888,64.27575757575758
Cloudy (8/8),2017-01-07,37,-10.4,66.16575626929145,29.152157226680888,1.5666666666666669
Clear (0/8),2017-01-08,38,-6.8,66.16575626929145,29.152157226680888,1.59
Cloudy (8/8),2017-01-09,39,-4.8,66.16575626929145,29.152157226680888,5.006666666666667
Cloudy (8/8),2017-01-10,39,-5,66.16575626929145,29.152157226680888,1.1575757575757577
Cloudy (8/8),2017-01-11,42,-2.7,66.16575626929145,29.152157226680888,1.209090909090909
Cloudy (8/8),2017-01-12,42,-8.5,66.16575626929145,29.152157226680888,1.0515151515151515
Cloudy (8/8),2017-01-13,42,-8.9,66.16575626929145,29.152157226680888,1.1878787878787878
Cloudy (8/8),2017-01-14,41,-7.9,66.16575626929145,29.152157226680888,4.842424242424243
Cloudy (8/8),2017-01-15,44,-7.1,66.16575626929145,29.152157226680888,3.936363636363636
Cloudy (8/8),2017-01-16,43,-7.8,66.16575626929145,29.152157226680888,2.1787878787878787
Cloudy (8/8),2017-01-17,44,-9.4,66.16575626929145,29.152157226680888,2.3696969696969696
Cloudy (8/8),2017-01-18,44,-5.4,66.16575626929145,29.152157226680888,3.8212121212121217
Cloudy (8/8),2017-01-19,43,-3.9,66.16575626929145,29.152157226680888,19.73030303030303
Partly cloudy (4/8),2017-01-20,44,-10.6,66.16575626929145,29.152157226680888,3.924242424242424
Clear (0/8),2017-01-21,43,-11.1,66.16575626929145,29.152157226680888,43.78666666666667
Clear (0/8),2017-01-22,43,-10.9,66.16575626929145,29.152157226680888,37.97
Cloudy (8/8),2017-01-23,43,-9.8,66.16575626929145,29.152157226680888,2.324242424242424
Clear (0/8),2017-01-24,43,-11,66.16575626929145,29.152157226680888,44.12121212121212
Clear (0/8),2017-01-25,42,-9.8,66.16575626929145,29.152157226680888,3.3454545454545457
Cloudy (8/8),2017-01-26,44,-1.9,66.16575626929145,29.152157226680888,1.509090909090909
Cloudy (8/8),2017-01-27,44,-2.5,66.16575626929145,29.152157226680888,96.72121212121212
Clear (0/8),2017-01-28,43,-4.2,66.16575626929145,29.152157226680888,5.718181818181819
Clear (0/8),2017-01-29,43,-5.4,66.16575626929145,29.152157226680888,3.921212121212122
Cloudy (8/8),2017-01-30,43,-4,66.16575626929145,29.152157226680888,8.30909090909091
Cloudy (8/8),2017-01-31,43,-8.8,66.16575626929145,29.152157226680888,6.206060606060606
Cloudy (8/8),2017-02-01,43,-10.4,66.16575626929145,29.152157226680888,4.731481481481482
Cloudy (8/8),2017-02-02,43,-10.7,66.16575626929145,29.152157226680888,4.133333333333334
Cloudy (8/8),2017-02-03,43,-7.8,66.16575626929145,29.152157226680888,6.378787878787879
Cloudy (8/8),2017-02-04,43,-6,66.16575626929145,29.152157226680888,9.848484848484846
Cloudy (8/8),2017-02-05,43,-9.4,66.16575626929145,29.152157226680888,9.133333333333336
Cloudy (8/8),2017-02-06,43,-10.1,66.16575626929145,29.152157226680888,74.42424242424242
Cloudy (8/8),2017-02-07,43,-11.3,66.16575626929145,29.152157226680888,127.98181818181818
Clear (0/8),2017-02-08,43,-12.6,66.16575626929145,29.152157226680888,149.23666666666665
Partly cloudy (5/8),2017-02-09,43,-4.4,66.16575626929145,29.152157226680888,115.59333333333332
Cloudy (8/8),2017-02-10,43,-6.2,66.16575626929145,29.152157226680888,89.23
Cloudy (8/8),2017-02-11,43,-10.4,66.16575626929145,29.152157226680888,13.78181818181818
Cloudy (8/8),2017-02-12,42,-11.6,66.16575626929145,29.152157226680888,28.26363636363636
Cloudy (8/8),2017-02-13,44,-0.9,66.16575626929145,29.152157226680888,71.17878787878787
Mostly cloudy (7/8),2017-02-14,42,-2.8,66.16575626929145,29.152157226680888,155.56969696969696
Mostly clear (2/8),2017-02-15,42,-6.6,66.16575626929145,29.152157226680888,106.33030303030304
Cloudy (8/8),2017-02-16,43,-4.7,66.16575626929145,29.152157226680888,46.12121212121212
Cloudy (8/8),2017-02-17,43,-4.9,66.16575626929145,29.152157226680888,20.4
Cloudy (8/8),2017-02-18,47,-8.7,66.16575626929145,29.152157226680888,86.09090909090908
Partly cloudy (5/8),2017-02-19,46,-12.4,66.16575626929145,29.152157226680888,11.863636363636363
Cloudy (8/8),2017-02-20,46,-12.2,66.16575626929145,29.152157226680888,15.96060606060606
Cloudy (8/8),2017-02-21,52,-12.4,66.16575626929145,29.152157226680888,164.74848484848485
Cloudy (8/8),2017-02-22,50,-13.6,66.16575626929145,29.152157226680888,26.95757575757576
Mostly cloudy (7/8),2017-02-23,49,-13.7,66.16575626929145,29.152157226680888,29.883333333333336
Mostly cloudy (7/8),2017-02-24,53,-13.6,66.16575626929145,29.152157226680888,57.2
Cloudy (8/8),2017-02-25,56,-11.9,66.16575626929145,29.152157226680888,113.47575757575758
Clear (0/8),2017-02-26,55,-13.4,66.16575626929145,29.152157226680888,37.33636363636364
Clear (0/8),2017-02-27,54,-10.1,66.16575626929145,29.152157226680888,35.62424242424243
Cloudiness cannot be determined (9/8),2017-02-28,53,-9.5,66.16575626929145,29.152157226680888,34.01515151515152
Cloudy (8/8),2017-03-01,52,-5.3,66.16575626929145,29.152157226680888,20.522222222222226
Cloudy (8/8),2017-03-02,58,-5.9,66.16575626929145,29.152157226680888,22.76
Cloudy (8/8),2017-03-03,60,-10.2,66.16575626929145,29.152157226680888,42.626666666666665
Cloudy (8/8),2017-03-04,59,-8.7,66.16575626929145,29.152157226680888,63.79333333333333
Mostly cloudy (7/8),2017-03-05,59,-9,66.16575626929145,29.152157226680888,209.7633333333333
Partly cloudy (4/8),2017-03-06,58,-8.1,66.16575626929145,29.152157226680888,236.21333333333337
Clear (0/8),2017-03-07,58,-6.5,66.16575626929145,29.152157226680888,34.52333333333333
Cloudiness cannot be determined (9/8),2017-03-08,57,-8.2,66.16575626929145,29.152157226680888,22.176666666666662
Cloudy (8/8),2017-03-09,59,-4.6,66.16575626929145,29.152157226680888,25.31
Cloudy (8/8),2017-03-10,59,-5,66.16575626929145,29.152157226680888,41.43333333333333
Cloudy (8/8),2017-03-11,60,-7.8,66.16575626929145,29.152157226680888,218.3166666666667
Mostly clear (2/8),2017-03-12,59,-5.6,66.16575626929145,29.152157226680888,132.89666666666668
Cloudy (8/8),2017-03-13,59,-4.7,66.16575626929145,29.152157226680888,84.33999999999999
Cloudy (8/8),2017-03-14,58,-2,66.16575626929145,29.152157226680888,43.84666666666666
Cloudy (8/8),2017-03-15,60,-1.8,66.16575626929145,29.152157226680888,179.29
Cloudy (8/8),2017-03-16,59,-3,66.16575626929145,29.152157226680888,263.0833333333333
Clear (1/8),2017-03-17,59,-2.8,66.16575626929145,29.152157226680888,47.51666666666667
Cloudy (8/8),2017-03-18,59,-1.9,66.16575626929145,29.152157226680888,60.81666666666666
Cloudy (8/8),2017-03-19,58,-7.7,66.16575626929145,29.152157226680888,152.58
Clear (0/8),2017-03-20,58,-6.7,66.16575626929145,29.152157226680888,192.82
Cloudy (8/8),2017-03-21,59,-3.9,66.16575626929145,29.152157226680888,61.17999999999999
Mostly clear (2/8),2017-03-22,59,-2.7,66.16575626929145,29.152157226680888,52.31333333333333
Cloudy (8/8),2017-03-23,60,-3.7,66.16575626929145,29.152157226680888,264.0
Cloudy (8/8),2017-03-24,63,-5.4,66.16575626929145,29.152157226680888,206.9633333333333
Clear (0/8),2017-03-25,62,-4.6,66.16575626929145,29.152157226680888,66.62333333333333
Clear (0/8),2017-03-26,62,-1.5,66.16575626929145,29.152157226680888,119.03666666666668
Cloudy (8/8),2017-03-27,60,-3.8,66.16575626929145,29.152157226680888,170.76999999999998
Mostly cloudy (7/8),2017-03-28,60,-8.3,66.16575626929145,29.152157226680888,201.83703703703705
Clear (0/8),2017-03-29,60,-9.8,66.16575626929145,29.152157226680888,230.8407407407408
Clear (1/8),2017-03-30,60,-8.9,66.16575626929145,29.152157226680888,233.33333333333331
Clear (0/8),2017-03-31,60,-6.9,66.16575626929145,29.152157226680888,75.02
Clear (0/8),2017-04-01,60,-5.6,66.16575626929145,29.152157226680888,24.9
Mostly cloudy (7/8),2017-04-02,60,-6,66.16575626929145,29.152157226680888,38.59666666666667
Clear (0/8),2017-04-03,60,-4.4,66.16575626929145,29.152157226680888,71.06333333333333
Cloudy (8/8),2017-04-04,60,0.2,66.16575626929145,29.152157226680888,89.70666666666666
Cloudy (8/8),2017-04-05,57,0.1,66.16575626929145,29.152157226680888,112.85333333333334
Clear (0/8),2017-04-06,51,-1.9,66.16575626929145,29.152157226680888,269.4433333333333
Cloudy (8/8),2017-04-07,50,-3.6,66.16575626929145,29.152157226680888,87.81333333333335
Cloudy (8/8),2017-04-08,50,-6.4,66.16575626929145,29.152157226680888,100.96
Clear (0/8),2017-04-09,50,-5.2,66.16575626929145,29.152157226680888,76.31666666666666
Mostly cloudy (7/8),2017-04-10,49,-4,66.16575626929145,29.152157226680888,103.40333333333336
Cloudy (8/8),2017-04-11,58,-5.8,66.16575626929145,29.152157226680888,145.26333333333332
Clear (0/8),2017-04-12,57,-7.3,66.16575626929145,29.152157226680888,139.26666666666668
Mostly cloudy (7/8),2017-04-13,56,-9.3,66.16575626929145,29.152157226680888,79.47333333333334
Partly cloudy (4/8),2017-04-14,55,-8.8,66.16575626929145,29.152157226680888,179.88333333333333
Cloudy (8/8),2017-04-15,57,-7.4,66.16575626929145,29.152157226680888,175.70666666666668
Clear (0/8),2017-04-16,57,-6.5,66.16575626929145,29.152157226680888,134.03666666666666
Clear (0/8),2017-04-17,56,-6.8,66.16575626929145,29.152157226680888,206.22333333333336
Clear (0/8),2017-04-18,56,-4.5,66.16575626929145,29.152157226680888,311.77
Clear (0/8),2017-04-19,56,-4.8,66.16575626929145,29.152157226680888,290.33666666666664
Clear (0/8),2017-04-20,56,-2.5,66.16575626929145,29.152157226680888,126.19666666666669
Cloudy (8/8),2017-04-21,54,-1.7,66.16575626929145,29.152157226680888,182.83666666666667
Mostly clear (3/8),2017-04-22,54,-2.6,66.16575626929145,29.152157226680888,156.67666666666668
Mostly cloudy (7/8),2017-04-23,54,-4.8,66.16575626929145,29.152157226680888,133.72333333333333
Cloudy (8/8),2017-04-24,54,-4.8,66.16575626929145,29.152157226680888,249.92
Clear (0/8),2017-04-25,53,-3.4,66.16575626929145,29.152157226680888,112.79333333333334
Mostly cloudy (7/8),2017-04-26,52,-3.5,66.16575626929145,29.152157226680888,182.89333333333332
Cloudy (8/8),2017-04-27,61,-3.3,66.16575626929145,29.152157226680888,252.91666666666663
Cloudy (8/8),2017-04-28,59,-2.6,66.16575626929145,29.152157226680888,316.99
Clear (0/8),2017-04-29,57,-0.7,66.16575626929145,29.152157226680888,110.25333333333332
Clear (1/8),2017-04-30,54,-1.7,66.16575626929145,29.152157226680888,113.79666666666668
Cloudy (8/8),2017-05-01,54,-1.2,66.16575626929145,29.152157226680888,360.02564102564105
Mostly clear (3/8),2017-05-02,53,0.2,66.16575626929145,29.152157226680888,383.9166666666667
Cloudy (8/8),2017-05-03,50,-0.7,66.16575626929145,29.152157226680888,370.52
Cloudy (8/8),2017-05-04,49,0.6,66.16575626929145,29.152157226680888,409.82
Cloudy (8/8),2017-05-05,45,2.6,66.16575626929145,29.152157226680888,313.0266666666667
Cloudy (8/8),2017-05-06,39,-3.6,66.16575626929145,29.152157226680888,340.1066666666666
Partly cloudy (4/8),2017-05-07,39,-4.9,66.16575626929145,29.152157226680888,258.58666666666664
Clear (0/8),2017-05-08,38,-4.5,66.16575626929145,29.152157226680888,164.38666666666666
Mostly cloudy (7/8),2017-05-09,37,-3.6,66.16575626929145,29.152157226680888,139.41
Mostly cloudy (7/8),2017-05-10,40,-4.9,66.16575626929145,29.152157226680888,172.11999999999998
Mostly cloudy (7/8),2017-05-11,40,-4.7,66.16575626929145,29.152157226680888,207.79666666666665
Mostly cloudy (7/8),2017-05-12,40,-3.7,66.16575626929145,29.152157226680888,342.6933333333333
Cloudy (8/8),2017-05-13,40,-3.1,66.16575626929145,29.152157226680888,357.9066666666667
Clear (0/8),2017-05-14,38,-3.7,66.16575626929145,29.152157226680888,317.4533333333333
Cloudy (8/8),2017-05-15,38,-2.7,66.16575626929145,29.152157226680888,257.2866666666667
Clear (0/8),2017-05-16,35,0.7,66.16575626929145,29.152157226680888,412.6
Mostly cloudy (7/8),2017-05-17,29,2.2,66.16575626929145,29.152157226680888,59.45
Cloudy (8/8),2017-05-18,25,4.3,66.16575626929145,29.152157226680888,75.10000000000001
Mostly cloudy (7/8),2017-05-19,16,5.2,66.16575626929145,29.152157226680888,320.7366666666666
Cloudiness cannot be determined (9/8),2017-05-20,8,1.1,66.16575626929145,29.152157226680888,254.17666666666665
Cloudy (8/8),2017-05-21,3,2.9,66.16575626929145,29.152157226680888,407.86
Clear (0/8),2017-05-22,-1,5,66.16575626929145,29.152157226680888,202.41333333333333
Cloudy (8/8),2017-05-23,-1,2.8,66.16575626929145,29.152157226680888,282.3533333333333
Clear (0/8),2017-05-24,-1,4.9,66.16575626929145,29.152157226680888,263.06296296296296
Cloudy (8/8),2017-05-25,-1,8.5,66.16575626929145,29.152157226680888,167.9
Cloudy (8/8),2017-05-26,-1,0.8,66.16575626929145,29.152157226680888,271.53000000000003
Clear (0/8),2017-05-27,-1,0.8,66.16575626929145,29.152157226680888,118.28666666666668
Clear (0/8),2017-05-28,-1,0.5,66.16575626929145,29.152157226680888,239.25666666666663
Cloudy (8/8),2017-05-29,-1,-0.1,66.16575626929145,29.152157226680888,319.5222222222222
Clear (0/8),2017-05-30,-1,1.9,66.16575626929145,29.152157226680888,240.30000000000004
Cloudy (8/8),2017-05-31,-1,0,66.16575626929145,29.152157226680888,133.89666666666668
Clear (0/8),2017-06-01,-1,-1,66.16575626929145,29.152157226680888,198.62463768115944
Cloudy (8/8),2017-06-02,0,-1,66.16575626929145,29.152157226680888,201.6969696969697
Cloudy (8/8),2017-06-03,-1,-0.7,66.16575626929145,29.152157226680888,421.5242424242424
Cloudy (8/8),2017-06-04,-1,-0.2,66.16575626929145,29.152157226680888,437.7636363636364
Cloudy (8/8),2017-06-05,-1,2.6,66.16575626929145,29.152157226680888,51.91515151515151
Mostly cloudy (7/8),2017-06-06,-1,8.4,66.16575626929145,29.152157226680888,339.1454545454546
Clear (0/8),2017-06-07,-1,12.9,66.16575626929145,29.152157226680888,393.9242424242424
Clear (0/8),2017-06-08,-1,12.3,66.16575626929145,29.152157226680888,54.95454545454546
Clear (0/8),2017-06-09,-1,15.5,66.16575626929145,29.152157226680888,226.33636363636367
Clear (0/8),2017-06-10,-1,15.9,66.16575626929145,29.152157226680888,338.0515151515152
Clear (0/8),2017-06-11,-1,5.9,66.16575626929145,29.152157226680888,206.9242424242425
Cloudy (8/8),2017-06-12,-1,6.8,66.16575626929145,29.152157226680888,71.6969696969697
Clear (0/8),2017-06-13,-1,7.7,66.16575626929145,29.152157226680888,93.84242424242424
Clear (0/8),2017-06-14,-1,8.6,66.16575626929145,29.152157226680888,352.8242424242424
Clear (0/8),2017-06-15,-1,14.7,66.16575626929145,29.152157226680888,385.69666666666666
Clear (0/8),2017-06-16,-1,15.8,66.16575626929145,29.152157226680888,206.38666666666668
Clear (0/8),2017-06-17,-1,13.6,66.16575626929145,29.152157226680888,190.23636363636365
Cloudy (8/8),2017-06-18,-1,10,66.16575626929145,29.152157226680888,72.66666666666667
Cloudy (8/8),2017-06-19,-1,8.1,66.16575626929145,29.152157226680888,301.0030303030303
Clear (0/8),2017-06-20,-1,6.2,66.16575626929145,29.152157226680888,74.24848484848485
Mostly cloudy (7/8),2017-06-21,-1,0.8,66.16575626929145,29.152157226680888,201.89696969696968
Cloudy (8/8),2017-06-22,-1,3.5,66.16575626929145,29.152157226680888,271.3212121212121
Cloudy (8/8),2017-06-23,-1,4.7,66.16575626929145,29.152157226680888,209.4
Cloudy (8/8),2017-06-24,-1,6.9,66.16575626929145,29.152157226680888,140.19
Cloudy (8/8),2017-06-25,-1,7.8,66.16575626929145,29.152157226680888,208.3909090909091
Cloudy (8/8),2017-06-26,-1,8.6,66.16575626929145,29.152157226680888,198.36969696969695
Cloudy (8/8),2017-06-27,-1,9.3,66.16575626929145,29.152157226680888,113.65757575757576
Cloudy (8/8),2017-06-28,-1,9,66.16575626929145,29.152157226680888,381.7212121212121
Clear (0/8),2017-06-29,-1,12.3,66.16575626929145,29.152157226680888,467.4666666666667
Cloudy (8/8),2017-06-30,-1,12.2,66.16575626929145,29.152157226680888,260.6121212121212
Clear (0/8),2017-07-01,-1,11.7,66.16575626929145,29.152157226680888,215.7511904761905
Clear (0/8),2017-07-02,-1,14.3,66.16575626929145,29.152157226680888,235.0636363636364
Clear (0/8),2017-07-03,-1,16.3,66.16575626929145,29.152157226680888,158.93939393939394
Clear (0/8),2017-07-04,-1,15.5,66.16575626929145,29.152157226680888,203.31212121212124
