Cloud cover [1/8],Date,Snow depth [cm],Unnamed: 0,Average temperature [°C],latitude,longitude,Average radiation
Clear (1/8),2004-04-18,61,108.0,5.5,63.09919816994788,29.819181926899105,172.36666666666667
Mostly cloudy (7/8),2004-04-19,56,109.0,6,63.09919816994788,29.819181926899105,216.96666666666667
Clear (0/8),2004-04-20,51,110.0,3.4,63.09919816994788,29.819181926899105,9.266666666666666
Clear (1/8),2004-04-21,48,111.0,0.5,63.09919816994788,29.819181926899105,194.46666666666667
Clear (0/8),2004-04-22,46,112.0,-0.7,63.09919816994788,29.819181926899105,309.1666666666667
Mostly cloudy (7/8),2004-04-23,43,113.0,-1.3,63.09919816994788,29.819181926899105,359.1666666666667
Clear (1/8),2004-04-24,38,114.0,0,63.09919816994788,29.819181926899105,340.8666666666666
Clear (0/8),2004-04-25,37,115.0,0.9,63.09919816994788,29.819181926899105,306.9
Clear (0/8),2004-04-26,36,116.0,2.2,63.09919816994788,29.819181926899105,298.1
Clear (0/8),2004-04-27,36,117.0,4,63.09919816994788,29.819181926899105,303.6666666666667
Clear (0/8),2004-04-28,36,118.0,3.2,63.09919816994788,29.819181926899105,267.0
Cloudy (8/8),2004-04-29,36,119.0,5.2,63.09919816994788,29.819181926899105,161.1
Clear (0/8),2004-04-30,33,120.0,4.5,63.09919816994788,29.819181926899105,274.3
Clear (0/8),2004-05-01,29,121.0,5.8,63.09919816994788,29.819181926899105,206.4666666666667
Mostly cloudy (7/8),2004-05-02,25,122.0,7.6,63.09919816994788,29.819181926899105,281.3666666666668
Mostly cloudy (7/8),2004-05-03,18,123.0,10.8,63.09919816994788,29.819181926899105,262.0
Clear (0/8),2004-05-04,11,124.0,13.7,63.09919816994788,29.819181926899105,53.56666666666667
Mostly cloudy (7/8),2004-05-05,4,125.0,14,63.09919816994788,29.819181926899105,220.9333333333333
Clear (0/8),2004-05-06,-1,126.0,12.1,63.09919816994788,29.819181926899105,367.6666666666667
Cloudy (8/8),2004-05-07,-1,127.0,13.5,63.09919816994788,29.819181926899105,273.2
Clear (0/8),2004-05-08,-1,128.0,15.6,63.09919816994788,29.819181926899105,239.1
Clear (0/8),2004-05-09,-1,129.0,11.7,63.09919816994788,29.819181926899105,186.46666666666667
Cloudy (8/8),2004-05-10,-1,130.0,0.4,63.09919816994788,29.819181926899105,121.33333333333331
Cloudy (8/8),2004-05-11,0,131.0,-0.4,63.09919816994788,29.819181926899105,305.8666666666668
Clear (0/8),2004-05-12,-1,132.0,0.6,63.09919816994788,29.819181926899105,279.53333333333336
Clear (0/8),2004-05-13,-1,133.0,1.3,63.09919816994788,29.819181926899105,226.16666666666663
Mostly cloudy (7/8),2004-05-14,-1,134.0,3.4,63.09919816994788,29.819181926899105,100.23333333333336
Clear (1/8),2004-05-15,-1,135.0,5.2,63.09919816994788,29.819181926899105,184.93333333333337
Cloudy (8/8),2004-05-16,-1,136.0,4.8,63.09919816994788,29.819181926899105,91.0
Clear (0/8),2004-05-17,-1,137.0,5.5,63.09919816994788,29.819181926899105,323.9
Clear (1/8),2004-05-18,-1,138.0,6.6,63.09919816994788,29.819181926899105,34.7
Mostly cloudy (7/8),2004-05-19,-1,139.0,8,63.09919816994788,29.819181926899105,97.3
Mostly cloudy (7/8),2004-05-20,-1,140.0,7.8,63.09919816994788,29.819181926899105,300.6666666666667
Cloudy (8/8),2004-05-21,-1,141.0,7.7,63.09919816994788,29.819181926899105,75.60000000000001
Mostly cloudy (7/8),2004-05-22,-1,142.0,7.6,63.09919816994788,29.819181926899105,81.7
Cloudy (8/8),2004-05-23,-1,143.0,6.2,63.09919816994788,29.819181926899105,154.36666666666667
Mostly cloudy (7/8),2004-05-24,-1,144.0,7.5,63.09919816994788,29.819181926899105,194.03333333333333
Mostly cloudy (7/8),2004-05-25,-1,145.0,8.9,63.09919816994788,29.819181926899105,218.0666666666667
Mostly cloudy (7/8),2004-05-26,-1,146.0,10.7,63.09919816994788,29.819181926899105,307.06666666666666
Mostly cloudy (7/8),2004-05-27,-1,147.0,9.5,63.09919816994788,29.819181926899105,162.70000000000002
Mostly cloudy (7/8),2004-05-28,-1,148.0,10.5,63.09919816994788,29.819181926899105,265.8666666666667
Mostly cloudy (7/8),2004-05-29,-1,149.0,10,63.09919816994788,29.819181926899105,147.73333333333332
Cloudy (8/8),2004-05-30,-1,150.0,10.6,63.09919816994788,29.819181926899105,204.03333333333333
Mostly cloudy (7/8),2004-05-31,-1,151.0,6.8,63.09919816994788,29.819181926899105,106.93333333333334
Clear (0/8),2004-06-01,-1,152.0,8.8,63.09919816994788,29.819181926899105,237.06666666666663
Mostly cloudy (7/8),2004-06-02,-1,153.0,8.9,63.09919816994788,29.819181926899105,266.90000000000003
Cloudy (8/8),2004-06-03,-1,154.0,9.8,63.09919816994788,29.819181926899105,344.1666666666667
Mostly cloudy (7/8),2004-06-04,-1,155.0,13,63.09919816994788,29.819181926899105,366.56666666666666
Mostly cloudy (7/8),2004-06-05,-1,156.0,15.5,63.09919816994788,29.819181926899105,316.0
Partly cloudy (5/8),2004-06-06,-1,157.0,11.3,63.09919816994788,29.819181926899105,112.76666666666668
Clear (1/8),2004-06-07,-1,158.0,7.9,63.09919816994788,29.819181926899105,55.900000000000006
Mostly cloudy (7/8),2004-06-08,-1,159.0,8.5,63.09919816994788,29.819181926899105,46.76666666666667
Clear (0/8),2004-06-09,-1,160.0,8.7,63.09919816994788,29.819181926899105,371.6666666666667
Cloudy (8/8),2004-06-10,-1,161.0,9.4,63.09919816994788,29.819181926899105,175.29999999999998
Clear (0/8),2004-06-11,-1,162.0,11.3,63.09919816994788,29.819181926899105,53.46666666666667
Mostly cloudy (7/8),2004-06-12,-1,163.0,14.2,63.09919816994788,29.819181926899105,55.6
Clear (0/8),2004-06-13,-1,164.0,14.3,63.09919816994788,29.819181926899105,284.7
Clear (1/8),2004-06-14,-1,165.0,10.1,63.09919816994788,29.819181926899105,126.86666666666666
Mostly clear (3/8),2004-06-15,-1,166.0,10.3,63.09919816994788,29.819181926899105,281.1
Clear (1/8),2004-06-16,-1,167.0,9.6,63.09919816994788,29.819181926899105,29.5
Cloudy (8/8),2004-06-17,-1,168.0,9.8,63.09919816994788,29.819181926899105,126.86666666666667
Mostly cloudy (7/8),2004-06-18,-1,169.0,9.3,63.09919816994788,29.819181926899105,162.9
Mostly cloudy (7/8),2004-06-19,-1,170.0,11.8,63.09919816994788,29.819181926899105,219.5
Clear (1/8),2004-06-20,-1,171.0,13.5,63.09919816994788,29.819181926899105,322.3666666666667
Clear (1/8),2004-06-21,-1,172.0,14.5,63.09919816994788,29.819181926899105,140.4
Cloudy (8/8),2004-06-22,-1,173.0,12.1,63.09919816994788,29.819181926899105,263.90000000000003
Mostly cloudy (7/8),2004-06-23,-1,174.0,13.2,63.09919816994788,29.819181926899105,171.03703703703704
Clear (1/8),2004-06-24,-1,175.0,14.4,63.09919816994788,29.819181926899105,222.09259259259255
Cloudy (8/8),2004-06-25,-1,176.0,19.4,63.09919816994788,29.819181926899105,231.4
Partly cloudy (5/8),2004-06-26,-1,177.0,19.3,63.09919816994788,29.819181926899105,191.83333333333331
Mostly clear (3/8),2004-06-27,-1,178.0,19.5,63.09919816994788,29.819181926899105,133.9
Partly cloudy (5/8),2004-06-28,-1,179.0,19.3,63.09919816994788,29.819181926899105,53.20000000000001
Mostly cloudy (7/8),2004-06-29,-1,180.0,18.3,63.09919816994788,29.819181926899105,135.23333333333332
Mostly cloudy (7/8),2004-06-30,-1,181.0,18.9,63.09919816994788,29.819181926899105,39.73333333333333
Mostly clear (3/8),2004-07-01,-1,182.0,15.9,63.09919816994788,29.819181926899105,151.56666666666666
Clear (0/8),2004-07-02,-1,183.0,17.8,63.09919816994788,29.819181926899105,252.2
Cloudy (8/8),2004-07-03,-1,184.0,18.3,63.09919816994788,29.819181926899105,12.4
Mostly clear (3/8),2004-07-04,-1,185.0,16.5,63.09919816994788,29.819181926899105,231.03333333333333
Mostly cloudy (7/8),2004-07-05,-1,186.0,16.8,63.09919816994788,29.819181926899105,207.46666666666667
Mostly cloudy (7/8),2004-07-06,-1,187.0,14.6,63.09919816994788,29.819181926899105,203.73333333333332
Clear (0/8),2004-07-07,-1,188.0,14.5,63.09919816994788,29.819181926899105,119.23333333333336
Partly cloudy (5/8),2004-07-08,-1,189.0,15.2,63.09919816994788,29.819181926899105,302.06666666666666
Clear (0/8),2004-07-09,-1,190.0,15.2,63.09919816994788,29.819181926899105,124.63333333333333
Mostly cloudy (7/8),2004-07-10,-1,191.0,17,63.09919816994788,29.819181926899105,119.13333333333333
Mostly cloudy (7/8),2004-07-11,-1,192.0,15,63.09919816994788,29.819181926899105,97.86666666666667
Mostly cloudy (7/8),2004-07-12,-1,193.0,14.4,63.09919816994788,29.819181926899105,153.3
Clear (1/8),2004-07-13,-1,194.0,17.8,63.09919816994788,29.819181926899105,121.5
Partly cloudy (5/8),2004-07-14,-1,195.0,16.1,63.09919816994788,29.819181926899105,129.1
Clear (1/8),2004-07-15,-1,196.0,16.4,63.09919816994788,29.819181926899105,202.5666666666667
Cloudy (8/8),2004-07-16,-1,197.0,13.9,63.09919816994788,29.819181926899105,253.6
