"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]"
"Helsinki Kumpula","2013","11","6","02:00","-1"
"Helsinki Kumpula","2013","11","7","02:00","-1"
"Helsinki Kumpula","2013","11","8","02:00","-1"
"Helsinki Kumpula","2013","11","9","02:00","-1"
"Helsinki Kumpula","2013","11","10","02:00","-1"
"Helsinki Kumpula","2013","11","11","02:00","-1"
"Helsinki Kumpula","2013","11","12","02:00","-1"
"Helsinki Kumpula","2013","11","13","02:00","-1"
"Helsinki Kumpula","2013","11","14","02:00","-1"
"Helsinki Kumpula","2013","11","15","02:00","-1"
"Helsinki Kumpula","2013","11","16","02:00","-1"
"Helsinki Kumpula","2013","11","17","02:00","-1"
"Helsinki Kumpula","2013","11","18","02:00","-1"
"Helsinki Kumpula","2013","11","19","02:00","-1"
"Helsinki Kumpula","2013","11","20","02:00","-1"
"Helsinki Kumpula","2013","11","21","02:00","-1"
"Helsinki Kumpula","2013","11","22","02:00","-1"
"Helsinki Kumpula","2013","11","23","02:00","-1"
"Helsinki Kumpula","2013","11","24","02:00","-1"
"Helsinki Kumpula","2013","11","25","02:00","-1"
"Helsinki Kumpula","2013","11","27","02:00","-1"
"Helsinki Kumpula","2013","11","28","02:00","-1"
"Helsinki Kumpula","2013","11","29","02:00","-1"
"Helsinki Kumpula","2013","11","30","02:00","-1"
"Helsinki Kumpula","2013","12","1","02:00","-1"
"Helsinki Kumpula","2013","12","2","02:00","-1"
"Helsinki Kumpula","2013","12","3","02:00","-1"
"Helsinki Kumpula","2013","12","4","02:00","-1"
"Helsinki Kumpula","2013","12","5","02:00","-1"
"Helsinki Kumpula","2013","12","6","02:00","-1"
"Helsinki Kumpula","2013","12","7","02:00","-1"
"Helsinki Kumpula","2013","12","8","02:00","0"
"Helsinki Kumpula","2013","12","9","02:00","2"
"Helsinki Kumpula","2013","12","10","02:00","2"
"Helsinki Kumpula","2013","12","11","02:00","-1"
"Helsinki Kumpula","2013","12","12","02:00","-1"
"Helsinki Kumpula","2013","12","13","02:00","-1"
"Helsinki Kumpula","2013","12","14","02:00","-1"
"Helsinki Kumpula","2013","12","15","02:00","-1"
"Helsinki Kumpula","2013","12","16","02:00","-1"
"Helsinki Kumpula","2013","12","17","02:00","-1"
"Helsinki Kumpula","2013","12","18","02:00","-1"
"Helsinki Kumpula","2013","12","19","02:00","-1"
"Helsinki Kumpula","2013","12","20","02:00","-1"
"Helsinki Kumpula","2013","12","21","02:00","-1"
"Helsinki Kumpula","2013","12","22","02:00","-1"
"Helsinki Kumpula","2013","12","23","02:00","-1"
"Helsinki Kumpula","2013","12","24","02:00","-1"
"Helsinki Kumpula","2013","12","25","02:00","-1"
"Helsinki Kumpula","2013","12","26","02:00","-1"
"Helsinki Kumpula","2013","12","27","02:00","-1"
"Helsinki Kumpula","2013","12","28","02:00","-1"
"Helsinki Kumpula","2013","12","29","02:00","-1"
"Helsinki Kumpula","2013","12","30","02:00","-1"
"Helsinki Kumpula","2013","12","31","02:00","-1"
